id_tenant,sleep_schedule,work_shift,energy_rhythm,education_level,budget,languages_spoken,social_level,cleanliness_rating,likes_reading,likes_cooking,cooking_preference,on_diet,smoker,likes_pets,pet_allergy,frequent_visits,remote_worker,plays_sports,listens_loud_music,preferred_music_genre,ideal_weekend_plan,noise_tolerance,shares_common_items,relationship_status
10974,Early bird,Night,High,Master's,559,"German, Spanish",Extrovert,3,Yes,Yes,Order,Yes,No,No,Yes,Yes,Yes,No,Yes,Pop,Hike,Low,Yes,Single
10975,Flexible,Afternoon,Medium,Master's,883,Italian,Extrovert,5,No,No,Order,No,Yes,No,No,Yes,No,No,No,Pop,Hike,High,No,Relationship
10976,Early bird,Afternoon,Medium,Bachelor's,750,Italian,Balanced,1,No,Yes,Order,No,No,Yes,Yes,Yes,Yes,No,No,Classical,Family Time,Low,Yes,Relationship
10977,Early bird,Afternoon,Low,Bachelor's,931,"German, Italian",Introvert,3,No,Yes,Cook,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Classical,Family Time,High,No,Single
10978,Flexible,Morning,High,Bachelor's,1029,"Italian, French",Extrovert,4,No,Yes,Cook,No,Yes,No,Yes,Yes,Yes,No,No,Rock,Family Time,Medium,No,Single
10979,Flexible,Morning,High,PhD,527,English,Balanced,4,No,No,Cook,Yes,No,No,Yes,No,Yes,Yes,Yes,Reggaeton,Chill,Medium,Yes,Single
10980,Early bird,Night,Low,Master's,579,German,Balanced,5,No,No,Cook,No,No,No,Yes,No,Yes,Yes,Yes,Classical,Party,Medium,Yes,Single
10981,Night owl,Morning,Medium,High School,508,Spanish,Introvert,2,Yes,Yes,Cook,Yes,Yes,Yes,No,No,Yes,Yes,No,None,Hike,Medium,Yes,Single
10982,Early bird,Afternoon,Medium,Master's,1019,"French, English",Extrovert,3,Yes,Yes,Cook,No,No,Yes,Yes,No,No,No,Yes,None,Party,Low,No,Single
10983,Early bird,Morning,Medium,Bachelor's,903,"German, Italian",Introvert,2,No,No,Order,Yes,Yes,No,Yes,No,No,Yes,Yes,Jazz,Chill,Medium,No,Relationship
10984,Night owl,Afternoon,Low,Bachelor's,721,"English, Spanish",Balanced,5,Yes,No,Order,No,No,Yes,Yes,No,Yes,Yes,Yes,Classical,Chill,High,No,Single
10985,Flexible,Night,Medium,Master's,440,English,Balanced,3,No,Yes,Cook,No,Yes,No,No,Yes,Yes,Yes,Yes,Classical,Family Time,Low,Yes,Single
10986,Night owl,Afternoon,High,High School,1186,"Spanish, Italian",Balanced,3,Yes,Yes,Cook,No,No,No,No,No,Yes,Yes,No,None,Party,High,No,Relationship
10987,Early bird,Afternoon,High,PhD,559,"Spanish, Italian",Balanced,5,Yes,No,Cook,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Rock,Hike,Medium,Yes,Relationship
10988,Early bird,Night,High,High School,376,"Italian, English",Introvert,1,Yes,No,Cook,Yes,No,Yes,Yes,No,No,No,No,None,Chill,Medium,Yes,Relationship
10989,Night owl,Night,Low,Master's,1002,French,Extrovert,2,No,Yes,Cook,No,No,Yes,Yes,No,No,Yes,No,Techno,Chill,Low,Yes,Relationship
10990,Night owl,Night,Medium,High School,629,Italian,Extrovert,5,No,Yes,Order,Yes,Yes,No,Yes,Yes,No,No,No,Jazz,Party,Medium,Yes,Single
10991,Night owl,Afternoon,High,PhD,975,Spanish,Balanced,5,Yes,Yes,Cook,Yes,Yes,No,No,No,Yes,Yes,No,Techno,Chill,High,Yes,Relationship
10992,Early bird,Morning,High,High School,934,German,Balanced,1,No,Yes,Cook,No,No,Yes,Yes,No,Yes,Yes,No,Pop,Family Time,Low,No,Relationship
10993,Early bird,Morning,Medium,Master's,1178,"Italian, French",Introvert,5,No,No,Cook,Yes,No,No,Yes,Yes,No,Yes,No,None,Family Time,Medium,No,Single
10994,Night owl,Afternoon,Low,Master's,455,"French, German",Balanced,4,Yes,No,Order,Yes,No,No,No,No,Yes,No,No,Jazz,Chill,Medium,No,Relationship
10995,Early bird,Afternoon,Medium,Bachelor's,545,"Italian, Spanish, German",Extrovert,3,No,Yes,Order,No,No,No,No,No,No,Yes,No,Reggaeton,Chill,High,Yes,Relationship
10996,Flexible,Afternoon,High,Master's,429,"Italian, German, Spanish",Extrovert,1,No,Yes,Order,No,Yes,No,No,No,No,No,No,Jazz,Party,Medium,No,Relationship
10997,Early bird,Afternoon,Low,Bachelor's,615,"English, French",Introvert,3,No,No,Cook,Yes,No,No,No,No,Yes,No,Yes,Reggaeton,Hike,Medium,Yes,Single
10998,Early bird,Afternoon,High,High School,375,English,Extrovert,4,Yes,No,Cook,No,Yes,No,Yes,No,Yes,No,No,Classical,Travel,Low,No,Single
10999,Early bird,Morning,High,PhD,558,Italian,Balanced,2,Yes,No,Cook,Yes,No,Yes,No,No,No,Yes,No,None,Hike,High,No,Single
11000,Flexible,Afternoon,High,Master's,526,"English, French",Balanced,4,No,Yes,Cook,No,Yes,Yes,No,No,No,No,No,Rock,Family Time,Low,No,Single
11001,Early bird,Afternoon,Medium,Bachelor's,670,Italian,Extrovert,5,No,Yes,Cook,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Jazz,Travel,High,Yes,Relationship
11002,Early bird,Morning,Medium,Bachelor's,858,"Spanish, French",Extrovert,2,No,Yes,Cook,No,No,No,Yes,Yes,No,Yes,Yes,Jazz,Party,Low,Yes,Relationship
11003,Flexible,Night,Medium,High School,1194,"French, English",Extrovert,1,Yes,Yes,Cook,Yes,Yes,No,No,Yes,No,No,Yes,Pop,Travel,Medium,Yes,Relationship
11004,Flexible,Night,High,PhD,505,"Spanish, English, Italian",Balanced,2,No,No,Cook,Yes,Yes,No,No,Yes,Yes,Yes,No,Jazz,Travel,High,No,Single
11005,Flexible,Morning,Low,Bachelor's,820,"Italian, English",Extrovert,2,No,Yes,Order,No,Yes,Yes,No,Yes,Yes,Yes,No,Jazz,Chill,Low,No,Relationship
11006,Flexible,Night,Medium,Bachelor's,1056,English,Introvert,4,Yes,No,Cook,No,Yes,Yes,No,No,No,Yes,Yes,Jazz,Family Time,Medium,Yes,Single
11007,Flexible,Night,Medium,PhD,439,Italian,Extrovert,1,No,Yes,Order,No,No,Yes,Yes,Yes,No,Yes,No,Pop,Hike,High,Yes,Relationship
11008,Flexible,Night,Medium,Master's,594,"French, German, Italian",Balanced,3,No,Yes,Order,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Classical,Travel,High,Yes,Relationship
11009,Night owl,Night,High,PhD,435,"French, German",Introvert,5,Yes,Yes,Order,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Reggaeton,Chill,Medium,No,Single
11010,Night owl,Morning,Low,PhD,1134,"Spanish, French",Balanced,2,Yes,Yes,Order,No,Yes,No,Yes,Yes,No,No,Yes,None,Party,Medium,Yes,Relationship
11011,Early bird,Night,Medium,PhD,1130,"English, German",Balanced,5,Yes,No,Cook,No,No,No,Yes,No,Yes,Yes,Yes,None,Chill,High,No,Relationship
11012,Early bird,Afternoon,High,High School,831,"Spanish, Italian",Extrovert,5,Yes,No,Order,Yes,No,No,Yes,Yes,Yes,Yes,No,Pop,Hike,Low,No,Single
11013,Night owl,Night,Medium,High School,628,"English, Italian",Extrovert,5,No,No,Cook,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Pop,Family Time,Medium,No,Relationship
11014,Early bird,Night,Medium,PhD,579,"German, French",Extrovert,1,Yes,Yes,Order,Yes,No,No,Yes,Yes,Yes,Yes,No,None,Family Time,Low,No,Relationship
11015,Night owl,Afternoon,Low,High School,439,"English, French, Spanish",Introvert,1,No,Yes,Order,No,Yes,No,Yes,Yes,Yes,No,No,Reggaeton,Travel,Low,No,Single
11016,Early bird,Morning,High,PhD,368,"French, German, Italian",Introvert,1,No,Yes,Cook,Yes,Yes,No,Yes,Yes,No,No,Yes,Pop,Chill,Low,Yes,Relationship
11017,Night owl,Night,High,Master's,816,"Italian, German",Extrovert,3,No,Yes,Cook,No,No,No,No,Yes,Yes,Yes,No,Jazz,Chill,High,Yes,Relationship
11018,Early bird,Afternoon,Medium,High School,419,"French, English",Extrovert,3,Yes,No,Order,No,Yes,Yes,Yes,No,Yes,Yes,No,None,Travel,Low,Yes,Relationship
11019,Night owl,Afternoon,Medium,PhD,955,French,Introvert,5,No,Yes,Cook,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Reggaeton,Hike,Medium,No,Single
11020,Night owl,Night,Medium,High School,862,"Italian, French, German",Balanced,5,No,No,Order,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Pop,Family Time,Medium,Yes,Single
11021,Early bird,Night,Medium,Bachelor's,739,"French, English",Extrovert,1,Yes,Yes,Cook,Yes,Yes,No,No,No,Yes,Yes,Yes,Rock,Travel,Low,Yes,Single
11022,Early bird,Afternoon,Low,High School,802,French,Balanced,1,Yes,No,Order,No,No,No,No,No,No,No,No,Classical,Travel,High,Yes,Relationship
11023,Flexible,Afternoon,High,PhD,792,"Spanish, Italian",Extrovert,1,No,No,Order,No,Yes,Yes,No,No,No,No,Yes,Reggaeton,Party,Medium,No,Relationship
11024,Early bird,Night,High,PhD,738,"German, English",Extrovert,4,Yes,No,Order,No,No,Yes,Yes,No,No,Yes,Yes,Pop,Party,High,Yes,Single
11025,Early bird,Afternoon,Low,Master's,1175,"French, English",Extrovert,1,Yes,Yes,Order,No,Yes,No,Yes,Yes,No,Yes,No,Rock,Party,High,Yes,Single
11026,Night owl,Night,Low,High School,1093,"German, English, Spanish",Extrovert,5,No,Yes,Cook,No,No,Yes,No,Yes,No,No,Yes,Rock,Party,High,No,Relationship
11027,Early bird,Night,High,High School,528,"Spanish, Italian, German",Extrovert,1,No,No,Order,No,No,Yes,Yes,Yes,No,No,Yes,Jazz,Hike,High,No,Single
11028,Early bird,Morning,Medium,PhD,1011,English,Extrovert,1,Yes,Yes,Order,Yes,No,No,Yes,No,Yes,Yes,Yes,Techno,Family Time,Medium,Yes,Relationship
11029,Flexible,Afternoon,High,PhD,391,"French, English, Italian",Extrovert,1,Yes,Yes,Cook,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Jazz,Chill,Low,No,Single
11030,Early bird,Morning,Medium,Master's,747,"English, German, Italian",Extrovert,1,No,Yes,Order,Yes,Yes,No,No,Yes,No,No,No,Reggaeton,Travel,High,Yes,Relationship
11031,Early bird,Afternoon,Low,PhD,1093,German,Balanced,1,Yes,Yes,Order,Yes,No,No,No,Yes,Yes,No,No,Jazz,Hike,Medium,Yes,Relationship
11032,Flexible,Afternoon,Medium,High School,873,"Italian, French",Balanced,2,Yes,Yes,Cook,Yes,Yes,No,Yes,No,No,Yes,Yes,Techno,Hike,Medium,No,Single
11033,Early bird,Night,Medium,PhD,630,German,Balanced,3,No,No,Cook,Yes,No,Yes,Yes,No,Yes,Yes,Yes,None,Chill,High,No,Relationship
11034,Early bird,Night,Low,Master's,407,"French, English, German",Introvert,1,Yes,Yes,Order,Yes,No,Yes,Yes,No,Yes,No,No,Classical,Party,Low,No,Single
11035,Early bird,Morning,Low,High School,568,"French, Spanish, Italian",Extrovert,4,No,No,Order,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Reggaeton,Chill,High,No,Relationship
11036,Early bird,Afternoon,Low,High School,443,"Italian, German, English",Extrovert,2,Yes,No,Order,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Techno,Party,Medium,Yes,Single
11037,Night owl,Night,Low,Bachelor's,890,"Italian, English",Extrovert,4,Yes,Yes,Order,No,No,No,Yes,No,Yes,No,Yes,Reggaeton,Family Time,High,No,Relationship
11038,Early bird,Afternoon,Low,PhD,975,"Spanish, Italian",Balanced,4,No,No,Cook,Yes,No,No,No,Yes,Yes,Yes,Yes,Jazz,Party,High,No,Single
11039,Flexible,Night,Medium,PhD,424,"Italian, Spanish, English",Extrovert,5,No,Yes,Order,No,Yes,No,No,Yes,No,No,Yes,Jazz,Travel,High,Yes,Relationship
11040,Flexible,Afternoon,Medium,Master's,640,"Italian, German",Balanced,1,No,No,Order,No,Yes,Yes,Yes,Yes,No,No,No,Rock,Family Time,Low,No,Relationship
11041,Early bird,Morning,Low,High School,1189,French,Introvert,2,Yes,No,Order,Yes,No,No,Yes,No,No,Yes,No,Jazz,Hike,Low,Yes,Relationship
11042,Night owl,Night,Low,High School,794,French,Balanced,5,No,No,Order,No,Yes,No,No,No,No,No,No,Jazz,Hike,High,No,Relationship
11043,Night owl,Morning,Medium,High School,517,Spanish,Extrovert,1,Yes,No,Order,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Techno,Party,High,No,Relationship
11044,Flexible,Afternoon,High,Master's,653,English,Extrovert,3,No,Yes,Order,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Pop,Party,Medium,No,Single
11045,Early bird,Afternoon,High,High School,534,Italian,Balanced,4,Yes,Yes,Order,No,No,Yes,No,No,Yes,Yes,No,Reggaeton,Travel,High,No,Single
11046,Flexible,Morning,Low,High School,987,English,Introvert,2,Yes,No,Cook,Yes,No,No,No,No,No,No,No,Jazz,Party,Low,Yes,Relationship
11047,Night owl,Morning,High,High School,1140,"Spanish, Italian, German",Extrovert,3,Yes,Yes,Order,No,Yes,No,Yes,No,No,No,Yes,Rock,Travel,Low,No,Relationship
11048,Early bird,Afternoon,Low,Master's,1118,Spanish,Extrovert,5,Yes,No,Order,Yes,No,No,Yes,No,Yes,Yes,Yes,Classical,Chill,Medium,Yes,Relationship
11049,Flexible,Morning,Low,PhD,499,"Italian, German, Spanish",Introvert,3,Yes,Yes,Order,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Techno,Travel,Low,Yes,Single
11050,Early bird,Morning,Low,High School,663,"German, French",Introvert,2,No,Yes,Cook,Yes,Yes,No,Yes,No,Yes,Yes,No,Classical,Travel,Low,No,Relationship
11051,Early bird,Morning,Low,Bachelor's,886,German,Introvert,5,No,Yes,Order,Yes,No,No,No,No,No,Yes,No,Classical,Party,Low,No,Relationship
11052,Night owl,Morning,High,High School,857,Italian,Balanced,4,Yes,No,Cook,No,No,No,No,No,No,No,Yes,Classical,Chill,Medium,No,Relationship
11053,Flexible,Morning,Low,High School,597,French,Introvert,2,No,Yes,Order,No,No,Yes,No,Yes,Yes,No,Yes,Rock,Family Time,Medium,No,Single
11054,Night owl,Morning,Medium,High School,493,"Italian, Spanish",Extrovert,5,No,No,Order,No,Yes,No,No,No,Yes,Yes,Yes,Pop,Hike,High,No,Relationship
11055,Early bird,Night,Low,PhD,1127,"French, Italian, German",Extrovert,4,Yes,Yes,Order,No,No,No,Yes,Yes,No,Yes,Yes,Pop,Hike,High,Yes,Single
11056,Night owl,Night,Low,PhD,627,"Spanish, English",Extrovert,5,No,No,Order,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Reggaeton,Party,Low,Yes,Single
11057,Night owl,Morning,High,High School,486,English,Extrovert,1,No,Yes,Cook,No,Yes,Yes,Yes,No,No,Yes,No,Techno,Party,Low,No,Relationship
11058,Flexible,Morning,Medium,High School,900,"Spanish, Italian, German",Introvert,5,No,No,Cook,No,No,Yes,No,No,No,Yes,No,Pop,Party,Low,Yes,Single
11059,Early bird,Night,Low,Master's,989,"Spanish, French, Italian",Introvert,2,Yes,Yes,Cook,Yes,Yes,Yes,No,Yes,No,Yes,No,Reggaeton,Chill,Medium,Yes,Relationship
11060,Early bird,Afternoon,High,High School,560,French,Balanced,5,No,Yes,Cook,No,Yes,No,Yes,Yes,No,No,Yes,Jazz,Party,Low,Yes,Single
11061,Flexible,Afternoon,Low,High School,1107,"German, Spanish, English",Introvert,1,No,No,Cook,No,Yes,Yes,Yes,Yes,Yes,No,No,Techno,Party,Low,Yes,Relationship
11062,Flexible,Afternoon,Medium,Master's,627,"Italian, French, Spanish",Extrovert,2,Yes,Yes,Cook,No,Yes,No,No,Yes,No,Yes,No,Rock,Chill,High,Yes,Single
11063,Night owl,Afternoon,Medium,Bachelor's,877,"Spanish, English, German",Introvert,4,No,No,Cook,Yes,No,No,Yes,Yes,No,No,No,None,Hike,Medium,No,Relationship
11064,Flexible,Morning,Low,PhD,795,German,Introvert,4,No,Yes,Order,No,Yes,Yes,No,Yes,Yes,Yes,No,Reggaeton,Family Time,High,No,Relationship
11065,Flexible,Afternoon,High,PhD,405,"English, Italian",Extrovert,5,No,Yes,Order,No,Yes,No,Yes,Yes,Yes,No,No,Rock,Party,Medium,Yes,Single
11066,Flexible,Morning,Medium,Bachelor's,361,"English, Spanish",Extrovert,5,Yes,No,Order,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Reggaeton,Party,Low,Yes,Relationship
11067,Night owl,Afternoon,Medium,Master's,950,"Spanish, French",Introvert,3,Yes,Yes,Order,No,Yes,Yes,No,No,No,Yes,Yes,Techno,Travel,High,Yes,Relationship
11068,Flexible,Afternoon,Medium,PhD,895,"French, German, English",Introvert,3,Yes,No,Cook,Yes,No,No,Yes,No,Yes,No,Yes,Jazz,Party,High,No,Relationship
11069,Early bird,Morning,Low,Master's,897,"Italian, Spanish",Introvert,4,No,No,Cook,Yes,Yes,Yes,No,Yes,No,Yes,No,Techno,Party,High,No,Single
11070,Night owl,Afternoon,Medium,Bachelor's,499,"Spanish, French",Extrovert,1,Yes,Yes,Cook,No,No,Yes,Yes,No,Yes,No,Yes,Pop,Travel,Medium,Yes,Relationship
11071,Flexible,Morning,Low,Bachelor's,969,English,Extrovert,1,No,Yes,Order,Yes,Yes,Yes,No,No,Yes,No,No,Reggaeton,Family Time,High,Yes,Relationship
11072,Early bird,Morning,Low,High School,971,"Italian, English, German",Extrovert,3,No,No,Order,No,No,No,No,No,Yes,Yes,Yes,Jazz,Hike,Medium,Yes,Single
11073,Night owl,Night,Medium,PhD,1150,Italian,Introvert,3,Yes,Yes,Order,Yes,Yes,Yes,Yes,Yes,No,No,No,Reggaeton,Family Time,Medium,No,Single
11074,Night owl,Night,High,High School,439,Spanish,Balanced,1,No,Yes,Order,Yes,Yes,No,No,No,No,No,No,Pop,Travel,High,No,Relationship
11075,Night owl,Night,High,Bachelor's,1181,"English, Italian, Spanish",Balanced,2,No,No,Order,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Jazz,Hike,Low,No,Single
11076,Night owl,Night,High,PhD,722,Spanish,Extrovert,4,No,Yes,Order,No,No,Yes,Yes,No,No,Yes,No,Reggaeton,Chill,Low,Yes,Relationship
11077,Flexible,Morning,Medium,PhD,629,German,Extrovert,2,No,No,Order,No,No,No,Yes,No,Yes,Yes,No,Jazz,Travel,Medium,No,Single
11078,Night owl,Afternoon,High,Bachelor's,430,"Spanish, German",Introvert,1,No,Yes,Order,Yes,No,No,Yes,Yes,No,No,No,Reggaeton,Family Time,High,No,Single
11079,Flexible,Night,Low,High School,612,"English, Spanish",Balanced,4,Yes,No,Order,Yes,Yes,No,No,No,Yes,No,No,Reggaeton,Travel,High,Yes,Single
11080,Early bird,Night,Medium,Bachelor's,394,"Italian, Spanish",Introvert,2,Yes,Yes,Cook,No,No,No,No,No,No,No,No,Reggaeton,Party,Medium,Yes,Relationship
11081,Night owl,Afternoon,High,PhD,443,"English, Italian",Balanced,4,No,Yes,Cook,No,No,Yes,Yes,Yes,No,No,No,Rock,Chill,High,No,Single
11082,Flexible,Night,Low,Master's,722,"German, French",Extrovert,4,Yes,No,Order,No,Yes,No,Yes,Yes,Yes,Yes,No,Jazz,Travel,High,No,Single
11083,Early bird,Afternoon,High,Master's,1047,"German, English, Spanish",Introvert,3,No,No,Order,No,Yes,Yes,Yes,No,Yes,No,No,Techno,Party,High,No,Relationship
11084,Early bird,Morning,High,High School,351,French,Balanced,4,No,Yes,Order,No,No,No,Yes,Yes,Yes,Yes,No,Classical,Party,Low,No,Relationship
11085,Early bird,Morning,High,High School,654,"French, Italian, English",Extrovert,4,Yes,No,Order,Yes,No,Yes,Yes,No,Yes,Yes,No,Techno,Travel,Medium,No,Relationship
11086,Flexible,Morning,High,High School,1063,"English, German",Extrovert,4,No,Yes,Order,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Rock,Travel,High,Yes,Relationship
11087,Flexible,Morning,High,Master's,542,"Spanish, English, Italian",Introvert,5,Yes,No,Order,No,No,No,No,No,No,Yes,Yes,Techno,Family Time,Low,Yes,Relationship
11088,Night owl,Afternoon,Low,Bachelor's,674,"German, French",Extrovert,2,Yes,No,Cook,No,Yes,Yes,Yes,No,Yes,No,Yes,Jazz,Travel,Medium,No,Single
11089,Night owl,Afternoon,High,PhD,714,English,Introvert,2,No,Yes,Cook,Yes,Yes,Yes,No,No,No,No,Yes,Techno,Party,High,No,Relationship
11090,Flexible,Night,Low,High School,564,"English, French, German",Balanced,5,Yes,Yes,Cook,Yes,No,Yes,No,Yes,No,No,No,Rock,Party,Low,No,Single
11091,Early bird,Afternoon,Low,High School,516,German,Balanced,4,Yes,No,Order,No,No,No,No,No,No,No,Yes,None,Chill,Medium,No,Relationship
11092,Early bird,Afternoon,High,Bachelor's,952,"German, Italian, English",Balanced,2,Yes,No,Cook,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Pop,Hike,Medium,No,Relationship
11093,Early bird,Morning,High,Bachelor's,919,"Italian, German",Extrovert,3,No,Yes,Order,Yes,No,No,No,Yes,Yes,No,No,Reggaeton,Chill,Low,No,Relationship
11094,Flexible,Night,High,High School,1085,"Italian, German, French",Extrovert,3,No,No,Cook,Yes,Yes,No,Yes,No,Yes,No,Yes,Reggaeton,Hike,Low,No,Relationship
11095,Flexible,Night,High,Bachelor's,997,"German, English, Spanish",Introvert,4,Yes,Yes,Order,No,Yes,Yes,No,No,Yes,No,No,Classical,Party,Low,Yes,Single
11096,Night owl,Afternoon,Low,PhD,453,French,Extrovert,1,No,No,Order,No,No,Yes,Yes,No,Yes,Yes,Yes,None,Party,Low,No,Single
11097,Night owl,Morning,Medium,High School,482,English,Extrovert,3,Yes,Yes,Order,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Techno,Family Time,Low,Yes,Relationship
11098,Early bird,Afternoon,Medium,High School,558,French,Introvert,5,Yes,No,Order,Yes,Yes,Yes,Yes,No,Yes,No,No,Techno,Travel,High,Yes,Relationship
11099,Night owl,Morning,Medium,High School,379,"Italian, French",Balanced,2,No,Yes,Cook,No,No,No,Yes,Yes,No,Yes,No,Rock,Hike,Low,Yes,Relationship
11100,Early bird,Afternoon,Medium,Master's,507,"Spanish, Italian",Extrovert,4,No,Yes,Cook,No,No,Yes,Yes,No,No,Yes,Yes,Rock,Hike,Medium,No,Single
11101,Night owl,Night,Medium,Bachelor's,749,Italian,Extrovert,5,Yes,No,Order,No,Yes,No,No,Yes,No,No,Yes,None,Chill,High,Yes,Single
11102,Flexible,Morning,High,PhD,384,"Italian, French",Extrovert,1,Yes,Yes,Order,No,Yes,No,No,Yes,Yes,Yes,Yes,Pop,Travel,High,Yes,Single
11103,Night owl,Night,High,Bachelor's,560,French,Introvert,5,Yes,Yes,Order,Yes,No,No,Yes,No,Yes,No,Yes,None,Travel,Low,No,Relationship
11104,Early bird,Night,High,PhD,919,Italian,Extrovert,4,Yes,No,Cook,No,No,No,Yes,Yes,No,Yes,Yes,Classical,Chill,Medium,No,Relationship
11105,Flexible,Night,High,PhD,393,"English, Spanish, French",Extrovert,2,Yes,Yes,Cook,No,Yes,Yes,Yes,No,No,No,Yes,Pop,Hike,High,No,Single
11106,Night owl,Morning,Low,Master's,825,"French, Spanish, German",Balanced,2,Yes,Yes,Cook,No,Yes,Yes,No,No,No,No,No,None,Party,High,Yes,Relationship
11107,Night owl,Night,Medium,Bachelor's,478,French,Introvert,4,No,Yes,Cook,Yes,Yes,Yes,No,No,No,Yes,Yes,Techno,Travel,High,Yes,Single
11108,Night owl,Night,Medium,PhD,490,Spanish,Introvert,4,Yes,Yes,Order,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Reggaeton,Travel,Medium,No,Single
11109,Early bird,Afternoon,Low,Bachelor's,527,Italian,Extrovert,5,No,Yes,Order,No,Yes,No,No,Yes,Yes,Yes,Yes,Techno,Chill,Medium,Yes,Single
11110,Flexible,Afternoon,Low,Bachelor's,553,"Spanish, French",Introvert,3,Yes,Yes,Order,Yes,No,No,No,No,Yes,No,Yes,Reggaeton,Travel,Medium,Yes,Single
11111,Night owl,Afternoon,High,PhD,1095,"French, Italian",Balanced,2,Yes,No,Order,Yes,No,No,Yes,No,Yes,No,No,Rock,Family Time,Medium,Yes,Relationship
11112,Flexible,Morning,High,PhD,814,"English, French, German",Balanced,1,Yes,Yes,Cook,Yes,Yes,Yes,Yes,No,No,No,No,Classical,Travel,High,Yes,Single
11113,Early bird,Afternoon,High,Master's,1047,"French, German",Introvert,4,Yes,No,Order,Yes,Yes,No,Yes,No,Yes,No,Yes,Reggaeton,Travel,Low,No,Relationship
11114,Early bird,Morning,High,Master's,659,French,Extrovert,2,Yes,Yes,Order,Yes,No,No,Yes,No,Yes,Yes,Yes,Reggaeton,Party,Low,No,Relationship
11115,Flexible,Morning,Medium,PhD,419,"Italian, German",Extrovert,2,Yes,No,Cook,Yes,No,Yes,Yes,No,No,No,No,None,Travel,Low,Yes,Relationship
11116,Flexible,Night,Medium,PhD,758,"Italian, French, Spanish",Balanced,3,No,No,Cook,No,Yes,No,No,Yes,No,No,No,Techno,Party,Low,Yes,Single
11117,Early bird,Night,Low,PhD,870,English,Introvert,3,No,No,Cook,Yes,No,Yes,Yes,No,Yes,No,Yes,None,Chill,Medium,No,Single
11118,Early bird,Night,Medium,Master's,822,English,Balanced,4,Yes,Yes,Order,No,No,No,Yes,Yes,No,Yes,Yes,Classical,Hike,Medium,No,Relationship
11119,Early bird,Night,High,Bachelor's,1054,Spanish,Balanced,3,No,No,Cook,Yes,No,No,No,Yes,No,Yes,Yes,Techno,Chill,High,Yes,Single
11120,Flexible,Night,Medium,High School,441,English,Extrovert,5,No,No,Cook,Yes,No,Yes,Yes,Yes,No,Yes,No,Classical,Family Time,High,Yes,Single
11121,Early bird,Afternoon,Medium,PhD,1043,"French, Spanish",Extrovert,2,No,No,Cook,No,Yes,No,No,No,Yes,No,No,Reggaeton,Hike,Low,No,Relationship
11122,Early bird,Morning,Low,Bachelor's,876,"Spanish, English, Italian",Extrovert,3,No,Yes,Cook,Yes,No,Yes,Yes,Yes,No,Yes,Yes,None,Chill,Medium,No,Relationship
11123,Flexible,Morning,Medium,PhD,1132,"German, Italian, Spanish",Introvert,4,Yes,Yes,Cook,Yes,No,Yes,Yes,Yes,No,No,Yes,Rock,Hike,High,No,Relationship
11124,Flexible,Night,High,Bachelor's,680,"English, Spanish",Introvert,1,No,No,Order,Yes,Yes,Yes,No,No,Yes,No,Yes,Rock,Chill,High,Yes,Single
11125,Flexible,Morning,Medium,PhD,377,German,Extrovert,4,Yes,No,Order,Yes,No,No,No,No,Yes,No,Yes,Pop,Chill,Medium,No,Relationship
11126,Flexible,Morning,High,PhD,1066,"Italian, English",Balanced,3,Yes,Yes,Order,No,Yes,No,Yes,Yes,No,No,No,Reggaeton,Family Time,High,Yes,Relationship
11127,Flexible,Morning,Medium,Master's,843,"French, Italian, German",Balanced,4,No,No,Cook,No,No,Yes,Yes,Yes,No,Yes,Yes,None,Hike,Medium,Yes,Single
11128,Early bird,Morning,Low,Master's,683,"French, English, Italian",Introvert,5,No,Yes,Order,No,No,Yes,No,No,No,No,No,Jazz,Travel,High,No,Relationship
11129,Flexible,Night,High,Master's,708,"English, Italian",Introvert,3,Yes,Yes,Order,Yes,No,No,No,Yes,No,Yes,Yes,Rock,Party,Low,Yes,Single
11130,Night owl,Morning,High,High School,1174,German,Balanced,5,No,Yes,Cook,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Jazz,Party,High,No,Single
